Unnamed: 0,debate_unit_id,label,annotator_1,annotator_2,span_1,span_2,dice,contained
11,79831,evasion,GQV1P2A6,XA2J3CRV,"og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring","Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.2051282051282051,False
12,79831,evasion,GQV1P2A6,XA2J3CRV,"og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring","Så vi har valgt at fokusere på de ældre, på handicapområdet, på børneområdet, og det håber jeg i øvrigt Parti_F vil bakke op om. Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.32,False
13,79831,evasion,GQV1P2A6,PCIEWQQM,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring. Så den tidligere regerings politik, som vi støttede op om, og den nuværende regerings politik, som den daværende regering bakker op om sammen med Parti_F, virker. Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.202020202020202,False
14,79831,evasion,GQV1P2A6,PCIEWQQM,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Vores klare vurdering har været den, at når skiftende regeringer nu endelig er lykkedes med faktisk at få styr på udlændingeområdet, så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering",0.8205128205128205,True
15,79831,evasion,GQV1P2A6,PCIEWQQM,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.3076923076923077,False
16,79831,evasion,GQV1P2A6,XA2J3CRV,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring",0.1081081081081081,False
17,79831,evasion,GQV1P2A6,XA2J3CRV,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.1276595744680851,False
18,79831,evasion,GQV1P2A6,XA2J3CRV,"så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Så vi har valgt at fokusere på de ældre, på handicapområdet, på børneområdet, og det håber jeg i øvrigt Parti_F vil bakke op om. Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.2650602409638554,False
19,79831,evasion,PCIEWQQM,XA2J3CRV,"Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring. Så den tidligere regerings politik, som vi støttede op om, og den nuværende regerings politik, som den daværende regering bakker op om sammen med Parti_F, virker. Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.","Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring",0.7522935779816514,True
20,79831,evasion,PCIEWQQM,XA2J3CRV,"Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring. Så den tidligere regerings politik, som vi støttede op om, og den nuværende regerings politik, som den daværende regering bakker op om sammen med Parti_F, virker. Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.","Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.3658536585365853,True
21,79831,evasion,PCIEWQQM,XA2J3CRV,"Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring. Så den tidligere regerings politik, som vi støttede op om, og den nuværende regerings politik, som den daværende regering bakker op om sammen med Parti_F, virker. Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.","Så vi har valgt at fokusere på de ældre, på handicapområdet, på børneområdet, og det håber jeg i øvrigt Parti_F vil bakke op om. Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.4067796610169492,False
22,79831,evasion,PCIEWQQM,XA2J3CRV,"Vores klare vurdering har været den, at når skiftende regeringer nu endelig er lykkedes med faktisk at få styr på udlændingeområdet, så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring",0.2045454545454545,False
23,79831,evasion,PCIEWQQM,XA2J3CRV,"Vores klare vurdering har været den, at når skiftende regeringer nu endelig er lykkedes med faktisk at få styr på udlændingeområdet, så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.0983606557377049,False
24,79831,evasion,PCIEWQQM,XA2J3CRV,"Vores klare vurdering har været den, at når skiftende regeringer nu endelig er lykkedes med faktisk at få styr på udlændingeområdet, så var den her regerings vigtigste opgave i første kommuneaftale at begynde også at få styr på velfærden, som jo er et område, der ikke har fået den opmærksomhed, velfærden skulle, under den tidligere regering","Så vi har valgt at fokusere på de ældre, på handicapområdet, på børneområdet, og det håber jeg i øvrigt Parti_F vil bakke op om. Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.2474226804123711,False
25,79831,evasion,PCIEWQQM,XA2J3CRV,"Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.","Det sidder vi nu og kigger på i regeringen hvordan vi gør bedst. Jeg mener stadig væk, det er en ualmindelig god idé, og jeg vil i øvrigt i folkeoplysningens navn sige, at det faktisk går ret godt med tallene på udlændingeområdet, både når det handler om asyl, og når det handler om familiesammenføring",0.2933333333333333,False
26,79831,evasion,PCIEWQQM,XA2J3CRV,"Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.","Men idéen om et loft er stadig væk god, og det indgår i regeringens arbejde.",0.2916666666666667,False
27,79831,evasion,PCIEWQQM,XA2J3CRV,"Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.","Så vi har valgt at fokusere på de ældre, på handicapområdet, på børneområdet, og det håber jeg i øvrigt Parti_F vil bakke op om. Det skal jo så ikke betyde, at vi ikke også har et fokus på, hvor mange der kommer hertil. Det går ret godt på udlændingeområdet, men et loft er stadig væk en del af regeringens arbejde.",0.7857142857142857,True
28,79832,answer,5PIQCGDC,TMOFL9OS,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.",0.5063291139240507,False
29,79832,answer,5PIQCGDC,T4XQCNVT,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",0.9174311926605504,True
30,79832,answer,5PIQCGDC,T4XQCNVT,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner. Men jeg bliver nødt til at sige, at for mig er det at have et erklæret mål om, at klimaspørgsmål ikke skal betyde stigende ulighed, ikke en snubletråd, men en insisteren på, at vi gør det her på den danske måde, hvor vi bevarer samfundets sammenhængskraft, en lav grad af ulighed, og løser den meget, meget alvorlige opgave, vi har foran os på klimaområdet. Det tror jeg godt kan lade sig gøre, og Danmark er i hvert fald et af de få lande, tror jeg, der kan vise, hvordan man skal gøre det. Men de to ting skal balanceres.",0.3453237410071942,False
31,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg synes jo, at risikoen ved den tilgang er, at man får spændt snubletråde ud for sig selv.",0.1194029850746268,False
32,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Forudsætningen for, at vi kan lave en retfærdig grøn omstilling, er jo, at vi går i gang, og det, som eksperterne taler om, er det skarpeste redskab, vi har i skuffen til at løse klimaudfordringerne politisk, og det er vores skatte- og afgiftssystem.",0.216867469879518,False
33,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.",0.2894736842105263,False
34,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg synes, det er noget af det, der er det stærkeste, ikke kun , men noget af det, der er stærkest i det arbejde, vi har blandt forståelsespartierne, og nu begynder vi at få flere partier i Folketinget med på i hvert fald 70-procentsmålsætningen. Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed.",0.3010752688172043,False
35,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",0.9130434782608696,True
36,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Men jeg bliver nødt til at sige, at for mig er det at have et erklæret mål om, at klimaspørgsmål ikke skal betyde stigende ulighed, ikke en snubletråd, men en insisteren på, at vi gør det her på den danske måde, hvor vi bevarer samfundets sammenhængskraft, en lav grad af ulighed, og løser den meget, meget alvorlige opgave, vi har foran os på klimaområdet.",0.3564356435643564,False
37,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",Men de to ting skal balanceres,0.1428571428571428,False
38,79832,answer,5PIQCGDC,TMOFL9OS,"Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.","Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.",0.4615384615384615,True
39,79832,answer,5PIQCGDC,TMOFL9OS,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.",0.2909090909090909,False
40,79832,answer,5PIQCGDC,T4XQCNVT,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",0.2823529411764706,False
41,79832,answer,5PIQCGDC,T4XQCNVT,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner. Men jeg bliver nødt til at sige, at for mig er det at have et erklæret mål om, at klimaspørgsmål ikke skal betyde stigende ulighed, ikke en snubletråd, men en insisteren på, at vi gør det her på den danske måde, hvor vi bevarer samfundets sammenhængskraft, en lav grad af ulighed, og løser den meget, meget alvorlige opgave, vi har foran os på klimaområdet. Det tror jeg godt kan lade sig gøre, og Danmark er i hvert fald et af de få lande, tror jeg, der kan vise, hvordan man skal gøre det. Men de to ting skal balanceres.",0.4521739130434782,True
42,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg synes jo, at risikoen ved den tilgang er, at man får spændt snubletråde ud for sig selv.",0.1395348837209302,False
43,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Forudsætningen for, at vi kan lave en retfærdig grøn omstilling, er jo, at vi går i gang, og det, som eksperterne taler om, er det skarpeste redskab, vi har i skuffen til at løse klimaudfordringerne politisk, og det er vores skatte- og afgiftssystem.",0.2711864406779661,False
44,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.",1.0,True
45,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg synes, det er noget af det, der er det stærkeste, ikke kun , men noget af det, der er stærkest i det arbejde, vi har blandt forståelsespartierne, og nu begynder vi at få flere partier i Folketinget med på i hvert fald 70-procentsmålsætningen. Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed.",0.3188405797101449,False
46,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",0.2941176470588235,False
47,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Men jeg bliver nødt til at sige, at for mig er det at have et erklæret mål om, at klimaspørgsmål ikke skal betyde stigende ulighed, ikke en snubletråd, men en insisteren på, at vi gør det her på den danske måde, hvor vi bevarer samfundets sammenhængskraft, en lav grad af ulighed, og løser den meget, meget alvorlige opgave, vi har foran os på klimaområdet.",0.2337662337662337,False
48,79832,answer,5PIQCGDC,X8ONC7FW,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.",Men de to ting skal balanceres,0.0,False
49,79832,answer,5PIQCGDC,TMOFL9OS,"Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner.","Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.",0.1951219512195122,False
50,79832,answer,TMOFL9OS,T4XQCNVT,"Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.","Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne. Jeg er selvfølgelig meget optaget af, hvordan konklusionen på den diskussion bliver, for skat har det med at vende skævt og vende den tunge ende nedad, og da jeg er mindst lige så optaget af ulighed, som jeg er af klima, skal vi have de to ting til at balancere klogt.",0.6590909090909091,True
51,79832,answer,TMOFL9OS,T4XQCNVT,"Og det er fuldstændig rigtigt – nu skal vi i gang med at omsætte den til virkelighed. Jeg vil bestemt ikke afvise, at vi skal diskutere skat som en del af klimahandlingsplanerne.","Jeg synes ikke, der er grund til at vente med noget til en fjern fremtid på klimaområdet, og jeg synes bestemt, at vi kan have en skattediskussion i forbindelse med klimahandlingsplaner. Men jeg bliver nødt til at sige, at for mig er det at have et erklæret mål om, at klimaspørgsmål ikke skal betyde stigende ulighed, ikke en snubletråd, men en insisteren på, at vi gør det her på den danske måde, hvor vi bevarer samfundets sammenhængskraft, en lav grad af ulighed, og løser den meget, meget alvorlige opgave, vi har foran os på klimaområdet. Det tror jeg godt kan lade sig gøre, og Danmark er i hvert fald et af de få lande, tror jeg, der kan vise, hvordan man skal gøre det. Men de to ting skal balanceres.",0.2203389830508474,False
